-2.713468552181805649e+01,3.603452010190395516e+00,2.847517246511930722e+01,-2.538631623700684870e+01,-8.383267318171350624e+00,2.028879794455748709e+01,-1.438410109575534079e+01,9.979224115550444196e+00,1.414995782206660202e+01,1.494112765469989768e+01,-1.035890890894394367e+01,-9.173014557323446283e+00,-1.038926255117105413e+01,8.114097093283410445e+00,1.025925793789406271e+01,-1.629576424957792113e+01,-1.728551196269630097e+01,9.084114658812982412e+00,-3.549824804082044594e+00,-1.485028780583944652e+01,1.498254441948389193e+00,-2.105657569669979168e+01,-7.360476720871124812e+00,8.518169994462974071e-01,-1.852147361341206988e+01,-3.518120635846243349e+00,3.811376005488563123e+01,-2.592529715111971456e+01
-7.992759465134858132e+00,-1.555977842633109098e+01,-1.664669548520267028e+01,-2.728657917498661156e+00,-3.125601833434971155e+01,-1.294099171995527975e+01,-1.085171387551744004e+01,-1.526003680575271204e+01,-1.426298993578587471e+01,7.979338707088752258e-01,-1.391345076859791874e+01,-1.053815035196056193e+01,-1.095107338246939577e+01,2.664229524029577689e+01,9.635787668594915090e+00,1.529722645567195727e+01,-1.575262139665225014e+01,2.834527005193011462e+01,-7.490287408682807957e+00,-2.313115899461501357e+01,1.852047614621018923e+01,-1.611858521220676366e+01,-6.831990691063226429e+00,4.138856608579319918e+00,1.260514589098663585e+01,1.934629781367975809e+00,-1.429184514672388673e+01,7.666476438724775244e-01
-9.628238369451695533e+00,-4.461194710472232927e+00,1.783644648048004910e+01,-1.943573256253370118e+01,-9.667894617628993714e-01,1.962331102884844825e+01,-8.075728869728401094e+00,1.735068096004558669e+01,-4.558279507680644826e+01,-8.061836567548585464e+00,1.120543627435578671e+01,-9.540119603087555689e+00,1.019724297050278494e+01,-2.376968904865468346e+01,3.199257774445655400e+01,-4.095361645609384738e+01,2.011615791491108496e+01,-2.334377704958815869e+01,-1.214615285478645390e+01,-9.411958007832229356e+00,3.044211715632284765e+00,-1.288869260791988047e+01,3.033295464852395185e+01,-1.106638717606835698e+01,-1.526740578294003647e+01,-2.459993610318802126e+01,-5.622063853480865347e-01,-2.657869235743512704e+01
-4.032636553482588937e+01,-3.420267771919169419e+00,-7.959935286189153913e+00,-3.249657815478398248e+01,-2.324697378992331309e+01,6.064115775787968232e+00,-4.598178121090059634e+00,-1.631654472302794190e+01,2.227101280118192150e+01,2.243572588321800509e+01,1.835228689780819877e+01,-3.431710010842201619e+00,3.058714988740458196e+01,3.103403088689559652e+01,-1.036131091652754499e+01,-4.107854753860487484e+00,-1.069871107194235016e+01,-6.993399430966425356e+00,2.515489729853356282e-01,-3.085809389830771110e+01,-1.145501599990064534e+01,-1.064130152051393097e+01,-2.642253307047218414e+01,-4.267016161009797770e+01,3.334492241675119573e+01,1.507027795041534501e+00,-9.519870171828264560e+00,7.100296480172477054e+00
-2.108485305039265967e+01,-1.998257686040539483e+01,2.279547456631977198e+01,-1.224308634717923638e+01,1.244812458079386452e+01,-2.520445045380432703e+01,-7.920183920034732594e+00,1.563927427472158982e+01,-1.147731554607220517e+01,3.511592391736424901e+01,3.790522658869909023e+00,9.331449437428528171e+00,3.791797684840462779e+01,1.057859764048915352e+01,4.701149637073934429e+01,-1.832848958603080725e+00,-1.478242236038298962e+00,6.049230560702723025e-02,-1.145596227220312180e+01,4.219324207179369068e-01,-2.334059122026002697e+01,-2.728787358930440377e+01,-2.074951149056775535e+01,-8.965828849924953659e+00,-8.018822433202792865e+00,4.174860857698034522e+01,3.271882379265068153e+01,-4.075780293024637402e+00
-3.703593328198232726e+00,4.049666848764211835e+01,-3.398401486624842427e+00,2.935856261374541987e+01,9.424281210412878806e+00,-1.146833444459317342e+01,-3.789019925986196746e+00,8.135606831337094391e+00,3.253134647851772598e+01,-8.991534738915820668e+00,2.098159756676853860e+01,4.158113481394744326e+01,-1.987971903858802847e+00,4.127846337433339841e+01,-1.362602053343189468e+01,2.993632615525949348e+01,-4.602331749873462385e+00,1.150344096483263456e+01,1.580498509457861189e+01,-6.926398297133701476e+00,-1.224639817251809859e+01,1.046537411931239703e+01,-2.221731938724371247e+01,-2.251931768663352784e+01,7.526934514360583250e+00,7.976923436671645717e-01,2.707449895992015243e+01,-3.491375370618603569e+01
-2.129343724435511120e+00,3.916411382597636770e+00,-3.352191456172928241e+01,2.248882060281785300e+01,1.464500766832404111e+01,-1.424078628629751719e+01,6.722773884819323698e+00,-7.924734433891513774e-01,2.243958326617320154e+01,1.922699556618105987e-01,-1.550388043965661922e+01,-1.412507050904204142e+01,-1.829575578259792579e+01,2.092086270442107221e+01,-6.232373621141745978e+00,1.770686876422271894e+01,1.710851243305852165e+01,-3.540834788326994698e+01,1.935577383130418738e+01,-2.618271770823483280e+01,-2.390535172238636985e+00,-4.880834978396103807e+00,-2.824900703923905354e+00,-2.117011404891499637e+01,-1.047488155846296287e+00,-1.295530883838317493e+01,2.247326049949617044e+01,5.927934328968696320e+00
-2.354765569166148254e+01,5.247330523667172564e+00,-1.627812808386083532e+01,-2.493871838384844963e+01,4.372269156967389492e+00,-6.720218850077962713e+00,-2.081229186088406991e+01,-1.344662118150189301e+01,1.721515005562983092e+01,-1.444261802770046188e+01,-1.202706235447728211e+01,6.903987920868040362e+00,-2.906164744072800232e+01,5.043958611385657154e-01,-9.925584682305919060e-01,-1.625103815777349325e+01,-1.227878100587095211e+01,-1.379667130398166286e+01,-4.550327076813658778e+01,1.291076466706487125e+01,-1.216204741279694090e+01,2.091647364540866505e+01,1.989952157704950597e+00,-3.543216091394562994e+01,-3.348281061024421490e+01,-4.997769082610665770e+00,-1.787237889294917004e+00,1.053222648563068375e+01
-4.040990687319187202e+00,-3.318672480649946266e+01,-2.205815505457235304e+01,8.214322800481387077e+00,-9.233345371314676697e+00,-1.228056561646617872e+01,3.449409017197427829e+01,3.547022544028965996e-01,-1.827107762631288068e+01,2.014297864564507279e+01,-8.560110997696828150e+00,1.465994147788729585e+01,5.686195075616149452e+00,1.518003299609697443e+01,1.531693688360047290e+01,-1.298513299828517376e+00,-1.039440155349031336e+01,8.816986171227647162e+00,-1.797993847771991227e+01,-4.098891939699251452e+01,-2.333285185420972851e+01,-7.798292185704274182e+00,-1.901650020266880148e+01,-1.381640286819834529e+01,-1.755235409470467900e+01,-2.037403281487003426e+01,5.392998899352500430e+00,4.815410316169066007e+00
-3.534203811106939952e+01,-1.660366788396981974e+01,-1.476206843247305756e+01,2.802908294354598873e+00,1.430660495509467367e+01,1.305803510575127646e+01,8.129738976286676078e+00,-1.526956017485723471e+01,1.056367342904517059e+00,5.168587866507783346e-01,1.884435815555708160e+01,-4.720516603157811630e+00,2.923818593276283462e+00,5.688232581425470613e+00,6.777285950273217452e-01,1.413518502156535206e+01,2.166704866554337983e+01,2.282767557370688749e+01,8.676603588979659776e+00,1.995931735779395311e+01,-1.657625945880752028e+01,1.747766111790343047e+01,3.176722275524851202e+00,-6.359808582330022553e+00,-3.900911494646585709e+00,2.628864232822571978e+01,-3.024168639760244304e+00,1.192782042328471803e+01
9.305937355795405708e+00,-1.172563041831965336e+01,-4.952730386489354153e+00,-2.767586908295879411e+01,-1.732987174475741199e+01,-1.703387115840530086e+01,1.409922673047103459e+01,3.635971809761048945e+01,6.539563134381225495e+00,4.457191543704883685e+00,7.563737434131394544e+00,1.228474909917596669e+00,-1.735517839294637099e+01,-2.343222895983434739e+01,-1.756661898426024493e+00,1.333846023183022389e+01,5.704643599068456972e+00,2.130851710308671443e+01,1.415477546036628631e+01,1.007271597504985117e+01,5.266449160966097942e+00,-5.529536724217157584e+00,7.714430533133383783e+00,1.135066932677779583e+01,-1.085863957666336255e+00,-1.392276805401228756e+01,-9.534934571038249373e-01,-7.545831851853989747e+00
7.364361807383096092e+00,-1.797538039062543902e+01,-1.227750559456381652e+01,1.717378075539515159e+00,-2.009870950436543779e+01,-2.009163719082308575e+01,-3.996741819496635983e+00,-5.580405014677995723e+01,-3.669546913292059287e+01,-4.560511877862273877e+01,-1.895341774519189215e+01,-4.241587981623582237e+01,-3.308258329073852622e+01,-3.132763853634226692e+01,-1.347526000742702479e+01,-3.834260524545705096e+01,-2.050651707173105365e+01,-7.174385432400988138e-01,-5.291422691146632218e+00,1.758507989205554267e+01,-1.957412680215356027e-01,-3.535166453470260706e+00,-2.641275544777030859e+00,-1.312378804149790312e+01,-2.922339126809238685e+00,1.450930497324629442e+01,-2.089558731634638633e+01,-1.596415261255310902e+01
